,date_implement,policy,metric_change,metric_value,state
19,2020-03-27,C6_Stay at home requirements,1.0,2.0,Minnesota
20,2020-05-18,C6_Stay at home requirements,-1.0,1.0,Minnesota
21,2020-03-13,C7_Restrictions on internal movement,1.0,1.0,Minnesota
22,2020-03-27,C7_Restrictions on internal movement,1.0,2.0,Minnesota
23,2020-04-08,C7_Restrictions on internal movement,-1.0,1.0,Minnesota
24,2020-01-29,C8_International travel controls,1.0,1.0,Minnesota
25,2020-03-02,C8_International travel controls,2.0,3.0,Minnesota
26,2020-01-24,H1_Public information campaigns,1.0,1.0,Minnesota
27,2020-03-05,H1_Public information campaigns,1.0,2.0,Minnesota
28,2020-01-20,H2_Testing policy,1.0,1.0,Minnesota
29,2020-04-23,H2_Testing policy,1.0,2.0,Minnesota
30,2020-10-03,H2_Testing policy,1.0,3.0,Minnesota
31,2020-01-21,H3_Contact tracing,1.0,1.0,Minnesota
32,2020-04-04,H6_Facial Coverings,1.0,1.0,Minnesota
33,2020-05-26,H6_Facial Coverings,1.0,2.0,Minnesota
34,2020-12-15,H7_Vaccination policy,2.0,2.0,Minnesota
0,2020-03-13,C1_School closing,1.0,1.0,Missouri
1,2020-03-17,C1_School closing,2.0,3.0,Missouri
2,2020-08-24,C1_School closing,-1.0,2.0,Missouri
3,2020-03-12,C2_Workplace closing,1.0,1.0,Missouri
4,2020-04-06,C2_Workplace closing,2.0,3.0,Missouri
5,2020-05-04,C2_Workplace closing,-1.0,2.0,Missouri
6,2020-06-15,C2_Workplace closing,-1.0,1.0,Missouri
7,2020-03-13,C3_Cancel public events,2.0,2.0,Missouri
8,2020-06-22,C3_Cancel public events,-1.0,1.0,Missouri
9,2020-07-23,C3_Cancel public events,1.0,2.0,Missouri
10,2020-03-13,C4_Restrictions on gatherings,2.0,2.0,Missouri
11,2020-03-15,C4_Restrictions on gatherings,1.0,3.0,Missouri
12,2020-03-20,C4_Restrictions on gatherings,1.0,4.0,Missouri
13,2020-11-14,C4_Restrictions on gatherings,1.0,4.0,Missouri
14,2020-06-29,C4_Restrictions on gatherings,-4.0,0.0,Missouri
15,2020-07-31,C4_Restrictions on gatherings,3.0,3.0,Missouri
16,2020-12-08,C4_Restrictions on gatherings,-1.0,3.0,Missouri
17,2020-03-23,C6_Stay at home requirements,2.0,2.0,Missouri
18,2020-05-19,C6_Stay at home requirements,-1.0,1.0,Missouri
19,2020-11-17,C6_Stay at home requirements,1.0,2.0,Missouri
20,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Missouri
21,2020-03-02,C8_International travel controls,3.0,3.0,Missouri
22,2020-01-22,H1_Public information campaigns,1.0,1.0,Missouri
23,2020-03-16,H1_Public information campaigns,1.0,2.0,Missouri
24,2020-01-21,H2_Testing policy,1.0,1.0,Missouri
25,2020-03-07,H2_Testing policy,1.0,1.0,Missouri
26,2020-05-21,H2_Testing policy,1.0,2.0,Missouri
27,2020-09-09,H2_Testing policy,1.0,3.0,Missouri
28,2020-10-23,H2_Testing policy,1.0,3.0,Missouri
29,2020-11-25,H2_Testing policy,1.0,3.0,Missouri
30,2020-03-02,H2_Testing policy,-1.0,0.0,Missouri
31,2020-09-23,H2_Testing policy,-1.0,2.0,Missouri
32,2020-11-06,H2_Testing policy,-1.0,2.0,Missouri
33,2020-01-21,H3_Contact tracing,1.0,1.0,Missouri
34,2020-11-30,H3_Contact tracing,1.0,2.0,Missouri
35,2020-04-04,H6_Facial Coverings,1.0,1.0,Missouri
36,2020-07-01,H6_Facial Coverings,2.0,3.0,Missouri
37,2020-12-22,H7_Vaccination policy,2.0,2.0,Missouri
38,2020-12-30,H7_Vaccination policy,1.0,3.0,Missouri
0,2020-03-13,C1_School closing,1.0,1.0,Mississippi
1,2020-11-20,C1_School closing,1.0,2.0,Mississippi
2,2020-03-19,C1_School closing,2.0,3.0,Mississippi
3,2020-08-24,C1_School closing,-1.0,2.0,Mississippi
4,2020-10-15,C1_School closing,-1.0,1.0,Mississippi
5,2020-03-12,C2_Workplace closing,1.0,1.0,Mississippi
6,2020-04-24,C2_Workplace closing,1.0,2.0,Mississippi
7,2020-07-13,C2_Workplace closing,1.0,2.0,Mississippi
8,2020-06-01,C2_Workplace closing,-1.0,1.0,Mississippi
9,2020-08-14,C2_Workplace closing,-1.0,1.0,Mississippi
10,2020-03-15,C3_Cancel public events,1.0,1.0,Mississippi
11,2020-03-24,C3_Cancel public events,1.0,2.0,Mississippi
12,2020-06-01,C3_Cancel public events,-1.0,1.0,Mississippi
13,2020-04-03,C4_Restrictions on gatherings,4.0,4.0,Mississippi
14,2020-06-01,C4_Restrictions on gatherings,-1.0,3.0,Mississippi
15,2020-09-30,C4_Restrictions on gatherings,-1.0,3.0,Mississippi
16,2020-07-10,C4_Restrictions on gatherings,1.0,4.0,Mississippi
17,2020-10-21,C4_Restrictions on gatherings,1.0,4.0,Mississippi
18,2020-03-11,C5_Close public transport,1.0,1.0,Mississippi
19,2020-07-16,C5_Close public transport,-1.0,0.0,Mississippi
20,2020-04-03,C6_Stay at home requirements,2.0,2.0,Mississippi
21,2020-06-01,C6_Stay at home requirements,-1.0,1.0,Mississippi
22,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Mississippi
23,2020-03-02,C8_International travel controls,3.0,3.0,Mississippi
24,2020-03-11,H1_Public information campaigns,2.0,2.0,Mississippi
25,2020-01-21,H2_Testing policy,1.0,1.0,Mississippi
26,2020-03-11,H2_Testing policy,1.0,1.0,Mississippi
27,2020-03-02,H2_Testing policy,-1.0,0.0,Mississippi
28,2020-01-21,H3_Contact tracing,1.0,1.0,Mississippi
29,2020-07-16,H3_Contact tracing,1.0,2.0,Mississippi
30,2020-09-30,H3_Contact tracing,-1.0,1.0,Mississippi
31,2020-04-04,H6_Facial Coverings,1.0,1.0,Mississippi
32,2020-06-04,H6_Facial Coverings,2.0,3.0,Mississippi
33,2020-12-14,H7_Vaccination policy,1.0,1.0,Mississippi
34,2020-12-28,H7_Vaccination policy,1.0,2.0,Mississippi
0,2020-03-13,C1_School closing,1.0,1.0,Montana
1,2020-03-15,C1_School closing,1.0,2.0,Montana
2,2020-03-23,C1_School closing,1.0,3.0,Montana
3,2020-10-05,C1_School closing,1.0,2.0,Montana
4,2020-11-06,C1_School closing,1.0,2.0,Montana
5,2020-08-17,C1_School closing,-1.0,2.0,Montana
6,2020-08-24,C1_School closing,-1.0,1.0,Montana
7,2020-10-19,C1_School closing,-1.0,1.0,Montana
8,2020-12-01,C1_School closing,-1.0,1.0,Montana
9,2020-03-12,C2_Workplace closing,1.0,1.0,Montana
10,2020-03-16,C2_Workplace closing,1.0,2.0,Montana
11,2020-03-28,C2_Workplace closing,1.0,3.0,Montana
12,2020-04-27,C2_Workplace closing,-1.0,2.0,Montana
13,2020-06-01,C2_Workplace closing,-1.0,1.0,Montana
14,2020-03-15,C3_Cancel public events,1.0,1.0,Montana
15,2020-03-28,C3_Cancel public events,1.0,2.0,Montana
16,2020-06-01,C3_Cancel public events,-1.0,1.0,Montana
17,2020-03-15,C4_Restrictions on gatherings,3.0,3.0,Montana
18,2020-03-24,C4_Restrictions on gatherings,1.0,4.0,Montana
19,2020-06-01,C4_Restrictions on gatherings,-1.0,3.0,Montana
20,2020-03-16,C5_Close public transport,1.0,1.0,Montana
21,2020-09-11,C5_Close public transport,-1.0,0.0,Montana
22,2020-03-27,C6_Stay at home requirements,2.0,2.0,Montana
23,2020-11-23,C6_Stay at home requirements,-1.0,1.0,Montana
24,2020-12-03,C6_Stay at home requirements,1.0,2.0,Montana
25,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Montana
26,2020-03-02,C8_International travel controls,3.0,3.0,Montana
27,2020-02-25,H1_Public information campaigns,2.0,2.0,Montana
28,2020-01-21,H2_Testing policy,1.0,1.0,Montana
29,2020-03-23,H2_Testing policy,1.0,2.0,Montana
30,2020-06-06,H2_Testing policy,1.0,3.0,Montana
31,2020-07-29,H2_Testing policy,1.0,3.0,Montana
32,2020-07-23,H2_Testing policy,-1.0,2.0,Montana
33,2020-01-21,H3_Contact tracing,1.0,1.0,Montana
34,2020-03-19,H3_Contact tracing,1.0,2.0,Montana
35,2020-10-23,H3_Contact tracing,-1.0,1.0,Montana
36,2020-04-04,H6_Facial Coverings,1.0,1.0,Montana
37,2020-06-26,H6_Facial Coverings,2.0,3.0,Montana
38,2020-12-14,H7_Vaccination policy,1.0,1.0,Montana
0,2020-03-13,C1_School closing,1.0,1.0,North Carolina
1,2020-03-16,C1_School closing,1.0,2.0,North Carolina
2,2020-03-23,C1_School closing,1.0,3.0,North Carolina
3,2020-08-10,C1_School closing,-1.0,2.0,North Carolina
4,2020-03-10,C2_Workplace closing,1.0,1.0,North Carolina
5,2020-03-17,C2_Workplace closing,1.0,2.0,North Carolina
6,2020-03-26,C2_Workplace closing,1.0,3.0,North Carolina
7,2020-04-30,C2_Workplace closing,-1.0,2.0,North Carolina
8,2020-03-10,C3_Cancel public events,1.0,1.0,North Carolina
9,2020-03-26,C3_Cancel public events,1.0,2.0,North Carolina
10,2020-05-22,C3_Cancel public events,-1.0,1.0,North Carolina
11,2020-03-16,C4_Restrictions on gatherings,2.0,2.0,North Carolina
12,2020-03-25,C4_Restrictions on gatherings,1.0,3.0,North Carolina
13,2020-11-13,C4_Restrictions on gatherings,1.0,4.0,North Carolina
14,2020-12-05,C4_Restrictions on gatherings,-1.0,3.0,North Carolina
15,2020-03-16,C5_Close public transport,1.0,1.0,North Carolina
16,2020-03-10,C6_Stay at home requirements,1.0,1.0,North Carolina
17,2020-03-25,C6_Stay at home requirements,1.0,2.0,North Carolina
18,2020-12-11,C6_Stay at home requirements,1.0,2.0,North Carolina
19,2020-05-08,C6_Stay at home requirements,-1.0,1.0,North Carolina
20,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,North Carolina
21,2020-03-20,C7_Restrictions on internal movement,1.0,2.0,North Carolina
22,2020-05-15,C7_Restrictions on internal movement,-1.0,1.0,North Carolina
23,2020-03-02,C8_International travel controls,3.0,3.0,North Carolina
24,2020-03-11,H1_Public information campaigns,2.0,2.0,North Carolina
25,2020-01-21,H2_Testing policy,1.0,1.0,North Carolina
26,2020-03-03,H2_Testing policy,1.0,1.0,North Carolina
27,2020-05-15,H2_Testing policy,1.0,2.0,North Carolina
28,2020-11-20,H2_Testing policy,1.0,3.0,North Carolina
29,2020-03-02,H2_Testing policy,-1.0,0.0,North Carolina
30,2020-11-23,H2_Testing policy,-1.0,2.0,North Carolina
31,2020-01-21,H3_Contact tracing,1.0,1.0,North Carolina
32,2020-04-04,H6_Facial Coverings,1.0,1.0,North Carolina
33,2020-06-24,H6_Facial Coverings,1.0,4.0,North Carolina
34,2020-04-20,H6_Facial Coverings,2.0,3.0,North Carolina
35,2020-12-15,H7_Vaccination policy,1.0,1.0,North Carolina
0,2020-03-13,C1_School closing,1.0,1.0,North Dakota
1,2020-03-16,C1_School closing,1.0,2.0,North Dakota
2,2020-03-23,C1_School closing,1.0,3.0,North Dakota
3,2020-08-24,C1_School closing,-1.0,2.0,North Dakota
4,2020-03-12,C2_Workplace closing,1.0,1.0,North Dakota
5,2020-03-20,C2_Workplace closing,1.0,2.0,North Dakota
6,2020-05-01,C2_Workplace closing,-1.0,1.0,North Dakota
7,2020-03-12,C3_Cancel public events,1.0,1.0,North Dakota
8,2020-10-09,C3_Cancel public events,1.0,2.0,North Dakota
9,2020-11-16,C3_Cancel public events,-1.0,1.0,North Dakota
10,2020-09-30,C4_Restrictions on gatherings,2.0,2.0,North Dakota
11,2020-03-20,C5_Close public transport,1.0,1.0,North Dakota
12,2020-05-11,C5_Close public transport,-1.0,0.0,North Dakota
13,2020-04-03,C6_Stay at home requirements,1.0,1.0,North Dakota
14,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,North Dakota
15,2020-04-08,C7_Restrictions on internal movement,1.0,2.0,North Dakota
16,2020-05-08,C7_Restrictions on internal movement,-1.0,1.0,North Dakota
17,2020-03-02,C8_International travel controls,3.0,3.0,North Dakota
18,2020-01-29,H1_Public information campaigns,1.0,1.0,North Dakota
19,2020-03-13,H1_Public information campaigns,1.0,2.0,North Dakota
20,2020-01-21,H2_Testing policy,1.0,1.0,North Dakota
21,2020-03-03,H2_Testing policy,1.0,1.0,North Dakota
22,2020-04-22,H2_Testing policy,1.0,2.0,North Dakota
23,2020-03-02,H2_Testing policy,-1.0,0.0,North Dakota
24,2020-01-21,H3_Contact tracing,1.0,1.0,North Dakota
25,2020-05-04,H3_Contact tracing,1.0,2.0,North Dakota
26,2020-12-22,H3_Contact tracing,1.0,2.0,North Dakota
27,2020-10-22,H3_Contact tracing,-1.0,1.0,North Dakota
28,2020-04-04,H6_Facial Coverings,1.0,1.0,North Dakota
29,2020-10-19,H6_Facial Coverings,2.0,3.0,North Dakota
30,2020-12-14,H6_Facial Coverings,-1.0,2.0,North Dakota
31,2020-12-14,H7_Vaccination policy,2.0,2.0,North Dakota
0,2020-03-13,C1_School closing,1.0,1.0,Nebraska
1,2020-03-14,C1_School closing,1.0,2.0,Nebraska
2,2020-03-19,C1_School closing,1.0,3.0,Nebraska
3,2020-08-24,C1_School closing,-1.0,2.0,Nebraska
4,2020-09-16,C1_School closing,-1.0,1.0,Nebraska
5,2020-03-12,C2_Workplace closing,1.0,1.0,Nebraska
6,2020-03-19,C2_Workplace closing,1.0,2.0,Nebraska
7,2020-10-30,C2_Workplace closing,1.0,2.0,Nebraska
8,2020-06-22,C2_Workplace closing,-1.0,1.0,Nebraska
9,2020-11-09,C2_Workplace closing,-1.0,1.0,Nebraska
10,2020-03-13,C3_Cancel public events,1.0,1.0,Nebraska
11,2020-03-16,C3_Cancel public events,1.0,2.0,Nebraska
12,2020-11-12,C3_Cancel public events,1.0,2.0,Nebraska
13,2020-09-21,C3_Cancel public events,-1.0,1.0,Nebraska
14,2020-11-16,C3_Cancel public events,-1.0,1.0,Nebraska
15,2020-03-19,C4_Restrictions on gatherings,4.0,4.0,Nebraska
16,2020-06-22,C4_Restrictions on gatherings,-1.0,3.0,Nebraska
17,2020-07-06,C4_Restrictions on gatherings,-2.0,1.0,Nebraska
18,2020-12-11,C4_Restrictions on gatherings,-2.0,2.0,Nebraska
19,2020-12-24,C4_Restrictions on gatherings,-2.0,0.0,Nebraska
20,2020-11-11,C4_Restrictions on gatherings,3.0,4.0,Nebraska
21,2020-03-17,C5_Close public transport,1.0,1.0,Nebraska
22,2020-04-03,C6_Stay at home requirements,1.0,1.0,Nebraska
23,2020-12-03,C6_Stay at home requirements,1.0,2.0,Nebraska
24,2020-12-16,C6_Stay at home requirements,-1.0,1.0,Nebraska
25,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Nebraska
26,2020-03-02,C8_International travel controls,3.0,3.0,Nebraska
27,2020-01-27,H1_Public information campaigns,1.0,1.0,Nebraska
28,2020-03-16,H1_Public information campaigns,1.0,2.0,Nebraska
29,2020-01-21,H2_Testing policy,1.0,1.0,Nebraska
30,2020-05-12,H2_Testing policy,1.0,2.0,Nebraska
31,2020-06-01,H2_Testing policy,1.0,3.0,Nebraska
32,2020-10-28,H2_Testing policy,1.0,3.0,Nebraska
33,2020-10-02,H2_Testing policy,-1.0,2.0,Nebraska
34,2020-01-21,H3_Contact tracing,1.0,1.0,Nebraska
35,2020-07-17,H3_Contact tracing,1.0,2.0,Nebraska
36,2020-04-04,H6_Facial Coverings,1.0,1.0,Nebraska
37,2020-06-19,H6_Facial Coverings,1.0,2.0,Nebraska
38,2020-12-28,H7_Vaccination policy,1.0,1.0,Nebraska
